"","Sample tree ID","Species","Year","Site","Longitude","Latitude","Elevation (m)","Aspect (degrees)","Terrain slope (%)","Stem diameter (cm)","Age (years)","Ring width (mm)","Date collected (month/day/year)"
"1552","BNF0711131026DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.17,119,0.661,"7/11/13"
"1553","BNF0711131026DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.3,120,0.323,"7/11/13"
"1554","BNF0711131026DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.36,121,0.453,"7/11/13"
"1555","BNF0711131026DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.45,122,0.316,"7/11/13"
"1556","BNF0711131026DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.52,123,0.521,"7/11/13"
"1557","BNF0711131026DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.62,124,0.467,"7/11/13"
"1558","BNF0711131026DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.72,125,0.554,"7/11/13"
"1559","BNF0711131026DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.83,126,0.736,"7/11/13"
"1560","BNF0711131026DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.97,127,0.642,"7/11/13"
"1561","BNF0711131307DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,40.61,198,0.387,"7/11/13"
"1562","BNF0711131307DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,40.69,199,0.536,"7/11/13"
"1563","BNF0711131307DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,40.8,200,0.589,"7/11/13"
"1564","BNF0711131307DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,40.92,201,0.386,"7/11/13"
"1565","BNF0711131307DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,40.99,202,0.328,"7/11/13"
"1566","BNF0711131307DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.06,203,0.302,"7/11/13"
"1567","BNF0711131307DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.12,204,0.404,"7/11/13"
"1568","BNF0711131307DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.2,205,0.404,"7/11/13"
"1569","BNF0711131307DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.28,206,0.324,"7/11/13"
"1570","BNF0711131307DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.35,207,0.207,"7/11/13"
"1571","BNF0711131307DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.39,208,0.125,"7/11/13"
"1572","BNF0711131307DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.41,209,0.227,"7/11/13"
"1573","BNF0711131307DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.46,210,0.326,"7/11/13"
"1574","BNF0711131307DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.52,211,0.388,"7/11/13"
"1575","BNF0711131307DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.6,212,0.381,"7/11/13"
"1576","BNF0711131307DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.68,213,0.492,"7/11/13"
"1577","BNF0711131307DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.78,214,0.358,"7/11/13"
"1578","BNF0711131307DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.85,215,0.423,"7/11/13"
"1579","BNF0711131307DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,41.93,216,0.461,"7/11/13"
"1580","BNF0711131307DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2370928,44.68405251,2294,60,41,42.02,217,0.49,"7/11/13"
"1621","BNF0711131332DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,26.61,102,1.63,"7/11/13"
"1622","BNF0711131332DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,26.93,103,2.163,"7/11/13"
"1623","BNF0711131332DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,27.37,104,1.854,"7/11/13"
"1624","BNF0711131332DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,27.74,105,1.209,"7/11/13"
"1625","BNF0711131332DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,27.98,106,0.986,"7/11/13"
"1626","BNF0711131332DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,28.18,107,1.368,"7/11/13"
"1627","BNF0711131332DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,28.45,108,1.416,"7/11/13"
"1628","BNF0711131332DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,28.73,109,1.51,"7/11/13"
"1629","BNF0711131332DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,29.04,110,1.217,"7/11/13"
"1630","BNF0711131332DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,29.28,111,0.638,"7/11/13"
"1631","BNF0711131332DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,29.41,112,0.443,"7/11/13"
"1632","BNF0711131332DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,29.5,113,0.818,"7/11/13"
"1633","BNF0711131332DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,29.66,114,0.503,"7/11/13"
"1634","BNF0711131332DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,29.76,115,0.748,"7/11/13"
"1635","BNF0711131332DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,29.91,116,0.544,"7/11/13"
"1636","BNF0711131332DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,30.02,117,1.452,"7/11/13"
"1637","BNF0711131332DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,30.31,118,0.58,"7/11/13"
"1638","BNF0711131332DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,30.42,119,0.71,"7/11/13"
"1639","BNF0711131332DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,30.57,120,0.964,"7/11/13"
"1640","BNF0711131332DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2323778,44.66774253,1971,36,60,30.76,121,1.119,"7/11/13"
"1761","BNF0712131104DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,50.21,77,2.17,"7/12/13"
"1762","BNF0712131104DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,50.65,78,2.474,"7/12/13"
"1763","BNF0712131104DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,51.14,79,1.494,"7/12/13"
"1764","BNF0712131104DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,51.44,80,1.212,"7/12/13"
"1765","BNF0712131104DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,51.68,81,1.602,"7/12/13"
"1766","BNF0712131104DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,52,82,2.127,"7/12/13"
"1767","BNF0712131104DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,52.43,83,2.492,"7/12/13"
"1768","BNF0712131104DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,52.93,84,2.813,"7/12/13"
"1769","BNF0712131104DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,53.49,85,2.474,"7/12/13"
"1770","BNF0712131104DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,53.99,86,1.04,"7/12/13"
"1771","BNF0712131104DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,54.19,87,0.945,"7/12/13"
"1772","BNF0712131104DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,54.38,88,1.968,"7/12/13"
"1773","BNF0712131104DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,54.78,89,1.164,"7/12/13"
"1774","BNF0712131104DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,55.01,90,1.84,"7/12/13"
"1775","BNF0712131104DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,55.38,91,1.115,"7/12/13"
"1776","BNF0712131104DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,55.6,92,1.668,"7/12/13"
"1777","BNF0712131104DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,55.93,93,1.494,"7/12/13"
"1778","BNF0712131104DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,56.23,94,1.31,"7/12/13"
"1779","BNF0712131104DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,56.49,95,1.292,"7/12/13"
"1780","BNF0712131104DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-106.9527225,44.55332498,1952,147,67,56.75,96,1.097,"7/12/13"
"1801","BNF0712131137DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,19.88,90,0.943,"7/12/13"
"1802","BNF0712131137DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,20.06,91,0.745,"7/12/13"
"1803","BNF0712131137DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,20.21,92,0.966,"7/12/13"
"1804","BNF0712131137DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,20.41,93,1.076,"7/12/13"
"1805","BNF0712131137DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,20.62,94,0.36,"7/12/13"
"1806","BNF0712131137DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,20.69,95,0.962,"7/12/13"
"1807","BNF0712131137DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,20.89,96,1.236,"7/12/13"
"1808","BNF0712131137DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,21.13,97,1.21,"7/12/13"
"1809","BNF0712131137DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,21.37,98,1.031,"7/12/13"
"1810","BNF0712131137DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,21.58,99,0.94,"7/12/13"
"1811","BNF0712131137DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,21.77,100,0.9,"7/12/13"
"1812","BNF0712131137DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,21.95,101,0.987,"7/12/13"
"1813","BNF0712131137DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,22.15,102,0.737,"7/12/13"
"1814","BNF0712131137DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,22.29,103,0.888,"7/12/13"
"1815","BNF0712131137DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,22.47,104,0.86,"7/12/13"
"1816","BNF0712131137DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,22.64,105,0.836,"7/12/13"
"1817","BNF0712131137DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,22.81,106,0.548,"7/12/13"
"1818","BNF0712131137DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,22.92,107,0.652,"7/12/13"
"1819","BNF0712131137DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,23.05,108,0.872,"7/12/13"
"1820","BNF0712131137DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-106.9489964,44.5631474,2007,340,23,23.22,109,0.604,"7/12/13"
"1861","BNF0712131322DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,32.74,82,2.13,"7/12/13"
"1862","BNF0712131322DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,33.17,83,3.44,"7/12/13"
"1863","BNF0712131322DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,33.86,84,1.415,"7/12/13"
"1864","BNF0712131322DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,34.14,85,0.802,"7/12/13"
"1865","BNF0712131322DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,34.3,86,0.611,"7/12/13"
"1866","BNF0712131322DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,34.42,87,1.365,"7/12/13"
"1867","BNF0712131322DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,34.69,88,1.65,"7/12/13"
"1868","BNF0712131322DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,35.02,89,2.353,"7/12/13"
"1869","BNF0712131322DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,35.49,90,1.805,"7/12/13"
"1870","BNF0712131322DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,35.86,91,1.204,"7/12/13"
"1871","BNF0712131322DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,36.1,92,0.864,"7/12/13"
"1872","BNF0712131322DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,36.27,93,1.689,"7/12/13"
"1873","BNF0712131322DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,36.61,94,1.736,"7/12/13"
"1874","BNF0712131322DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,36.95,95,1.521,"7/12/13"
"1875","BNF0712131322DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,37.26,96,1.262,"7/12/13"
"1876","BNF0712131322DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,37.51,97,2.388,"7/12/13"
"1877","BNF0712131322DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,37.99,98,1.414,"7/12/13"
"1878","BNF0712131322DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,38.27,99,1.086,"7/12/13"
"1879","BNF0712131322DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,38.49,100,0.739,"7/12/13"
"1880","BNF0712131322DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-106.9530484,44.55478682,1998,102,66,38.64,101,0.612,"7/12/13"
"1901","BNF0712131514DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,18.68,97,1.156,"7/12/13"
"1902","BNF0712131514DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,18.91,98,1.355,"7/12/13"
"1903","BNF0712131514DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,19.18,99,1.214,"7/12/13"
"1904","BNF0712131514DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,19.42,100,1.044,"7/12/13"
"1905","BNF0712131514DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,19.63,101,1.002,"7/12/13"
"1906","BNF0712131514DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,19.83,102,1.337,"7/12/13"
"1907","BNF0712131514DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,20.1,103,1.82,"7/12/13"
"1908","BNF0712131514DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,20.46,104,1.821,"7/12/13"
"1909","BNF0712131514DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,20.83,105,1.525,"7/12/13"
"1910","BNF0712131514DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,21.13,106,1.484,"7/12/13"
"1911","BNF0712131514DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,21.43,107,1.653,"7/12/13"
"1912","BNF0712131514DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,21.76,108,1.863,"7/12/13"
"1913","BNF0712131514DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,22.13,109,1.874,"7/12/13"
"1914","BNF0712131514DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,22.51,110,1.922,"7/12/13"
"1915","BNF0712131514DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,22.89,111,1.351,"7/12/13"
"1916","BNF0712131514DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,23.16,112,1.758,"7/12/13"
"1917","BNF0712131514DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,23.51,113,1.629,"7/12/13"
"1918","BNF0712131514DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,23.84,114,2.125,"7/12/13"
"1919","BNF0712131514DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,24.27,115,1.918,"7/12/13"
"1920","BNF0712131514DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-106.9547365,44.56007843,2097,340,18,24.65,116,1.625,"7/12/13"
"2081","BNF0713130902DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,42.7,222,0.988,"7/13/13"
"2082","BNF0713130902DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,42.9,223,0.904,"7/13/13"
"2083","BNF0713130902DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,43.08,224,1.081,"7/13/13"
"2084","BNF0713130902DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,43.3,225,0.546,"7/13/13"
"2085","BNF0713130902DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,43.41,226,0.688,"7/13/13"
"2086","BNF0713130902DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,43.54,227,0.791,"7/13/13"
"2087","BNF0713130902DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,43.7,228,0.947,"7/13/13"
"2088","BNF0713130902DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,43.89,229,1.082,"7/13/13"
"2089","BNF0713130902DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,44.11,230,0.852,"7/13/13"
"2090","BNF0713130902DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,44.28,231,0.707,"7/13/13"
"2091","BNF0713130902DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,44.42,232,0.458,"7/13/13"
"2092","BNF0713130902DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.1057161,44.62331871,2159,360,57,44.51,233,0.721,"7/13/13"
